Date,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14
2017-05-11,13.57,2,0,184280929,65104273,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-12,13.57,2,0,184280929,65104273,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-13,13.57,2,0,184280929,65104273,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-14,15.24,2,0,184280929,65104273,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-15,15.24,2,0,184280929,65104273,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-16,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-17,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-18,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-19,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-20,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-21,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-22,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-23,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-24,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-25,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-26,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-27,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-28,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-29,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-30,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-05-31,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,0.00,0.91,78.51
2017-06-01,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-02,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-03,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-04,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-05,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-06,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-07,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-08,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-09,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-10,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-11,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
2017-06-12,13.80,2,0,184280929,75311960,4.25,44203019,370420115,8679738,1,68568,6,1.00,0.77,78.50
